domain,portal_system,portal_subdomain,confidence,detection_method,validated,doors
altosrpm.com,appfolio,altospm.appfolio.com,low,homepage_fetch,0,200
alwaysaim.com,appfolio,,high,homepage_fetch,0,200
amacityliving.com,unknown,,low,not_found,0,100
amandawindom.com,unknown,,low,not_found,0,100
amanica.com,appfolio,amanica.appfolio.com,high,homepage_fetch,1,200
amapmre.com,unknown,,low,not_found,0,100
ambassadorpropertyaustin.com,buildium,ambassador.managebuilding.com,high,secondary_page:/tenants/,0,100
amcs-inc.com,unknown,,low,not_found,0,200
amcwichita.com,unknown,,low,not_found,0,100
ameadowspm.com,rentmanager,cutinos.twa.rentmanager.com,high,homepage_fetch,0,100
american-realty.com,rentmanager,amreal.twa.rentmanager.com,high,homepage_fetch,0,600
americanaproperty.com,appfolio,,high,homepage_fetch,0,300
americanapropertymanagement.com,appfolio,centurytwentyone.appfolio.com,high,homepage_fetch,1,300
americanhorizonproperty.com,appfolio,americanhorizonproperty.appfolio.com,high,homepage_fetch,1,200
americanleasingmgmt.com,appfolio,arepm.appfolio.com,low,homepage_fetch,0,100
americanmanage.com,appfolio,americanmanagement.appfolio.com,high,homepage_fetch,1,300
americanprfd.com,unknown,,low,not_found,0,300
americanpropertymgmt.com,unknown,,low,not_found,0,0
americanrealestate.com,appfolio,arepm.appfolio.com,low,homepage_fetch,0,100
americanwestprop.com,heropm,resources.heropm.com,high,homepage_fetch,0,100
ameriprotexas.com,appfolio,,high,homepage_fetch,0,100
amerirents.com,unknown,,low,not_found,0,100
ameritechcompanies.com,cincwebaxis,amtec.cincwebaxis.com,high,homepage_fetch,0,300
amgllc1.com,unknown,,low,not_found,0,100
amgnevada.com,unknown,,low,cleared:false_positive_bad_custom_portal,0,300
amgnj.com,unknown,,low,not_found,0,100
amgrents.com,appfolio,allegiant.appfolio.com,high,homepage_fetch,1,200
amgworld.com,unknown,,low,not_found,0,900
amh.com,yardi,amh.rentcafe.com,high,homepage_fetch,0,2000
amicus-binghamton.com,unknown,,low,not_found,0,100
amicuspropertyadvisors.com,appfolio,amicuspropertyadvisors.appfolio.com,high,homepage_fetch,1,100
amirrealestate.com,unknown,,low,not_found,0,0
amjinc.com,appfolio,,high,homepage_fetch,0,200
amkpm.net,rentmanager,amkprop.twa.rentmanager.com,high,link_redirect:resident portal,0,100
ammre.com,appfolio,ammre.appfolio.com,high,homepage_fetch,1,200
ammtllc.com,buildium,ammtllc.managebuilding.com,high,homepage_fetch,0,300
amoriss.com,appfolio,leelandprop.appfolio.com,high,homepage_fetch,1,100
amp-hoa.com,unknown,,low,not_found,0,0
ampmnc.com,unknown,,low,not_found,0,100
ampropropertymanagement.com,unknown,,low,not_found,0,100
amreinc.com,buildium,assetmanagementrealestate.managebuilding.com,high,homepage_fetch,0,100
amres.co,appfolio,,high,link_redirect:followed_link:rentals/tenants,0,500
amrrpm.com,appfolio,,high,homepage_fetch,0,200
ams-nw.com,custom:caliber.ams-nw.com:9002,,medium,homepage_custom_portal,0,300
amshoa.com,cincwebaxis,ams.cincwebaxis.com,high,homepage_fetch,0,400
amsires.com,appfolio,,high,homepage_fetch,0,200
amtlease.com,unknown,,low,not_found,0,100
amywillisrealestate.com,appfolio,amywillispm.appfolio.com,low,homepage_fetch,0,300
amzrealtypm.com,buildium,amzrealtypm.managebuilding.com,high,homepage_fetch,0,100
anaheimspropertymanagement.com,appfolio,propropmanagement.appfolio.com,low,homepage_fetch,0,500
anawimhousing.org,unknown,,low,not_found,0,100
anchoragehomerentals.com,appfolio,,high,homepage_fetch,0,100
anchornola.com,unknown,,low,not_found,0,100
anchorpminc.com,buildium,anchorpminc.managebuilding.com,high,homepage_fetch,0,0
anchorrealtyprop.com,unknown,,low,not_found,0,100
anchorsawayrentals.com,unknown,,low,not_found,0,100
anchorsouthrealestate.com,unknown,,low,not_found,0,200
anchorvirginia.com,buildium,anchorvirginia.managebuilding.com,high,homepage_fetch,0,0
andcomanagement.com,appfolio,,high,homepage_fetch,0,0
andersonchristie.com,appfolio,andersonchristierealestate.appfolio.com,high,homepage_fetch,1,100
andersonpropmgmt.com,yardi,,low,recovery:dns_spf,0,0
andletonmgmt.com,unknown,,low,not_found,0,100
andoverllc.com,appfolio,andover.appfolio.com,high,homepage_fetch,1,100
andrearentals.com,unknown,,low,not_found,0,100
andrews-dillingham.com,unknown,,low,not_found,0,100
angelorentalproperties.com,unknown,,low,not_found,0,
angelorentals.com,appfolio,,high,homepage_fetch,0,200
aniamanagement.com,unknown,,low,not_found,0,400
annapolispropertyservices.com,buildium,annapolispropertyservices.managebuilding.com,high,homepage_fetch,0,600
annapolisvacationmanagement.com,guesty,,high,homepage_fetch,0,0
annarborapartments.net,rentmanager,cmbpm.twa.rentmanager.com,high,homepage_fetch,0,200
anthosproperties.com,appfolio,anthosproperties.appfolio.com,high,secondary_page:/residents/,1,100
anugupropertymanagement.com,unknown,,low,not_found,0,100
apartment-mart.com,appfolio,,high,homepage_fetch,0,200
apartmentresourcegroup.com,appfolio,apartmentresourcegroup.appfolio.com,high,homepage_fetch,1,200
apartments4yale.com,unknown,,low,not_found,0,100
apartmentsatiowa.com,rentmanager,apts.twa.rentmanager.com,high,homepage_fetch,0,200
apartmentsinburbank.com,yardi,pay-apartmentsinburbank.rentcafe.com,high,homepage_fetch,0,100
apartmentsinportlandmaine.com,unknown,,low,not_found,0,100
apartmentsolutions.net,unknown,,low,not_found,0,100
apartmentsomahane.com,unknown,,low,not_found,0,0
apartmentsourcechicago.com,unknown,,low,not_found,0,900
apartmentsqca.com,appfolio,,high,homepage_fetch,0,200
apex-management.com,appfolio,apexman.appfolio.com,high,homepage_fetch,1,100
apex-mg.net,cincwebaxis,commarea.cincwebaxis.com,high,secondary_page:/residents/,0,200
apex-prop.com,rentmanager,apexprop.twa.rentmanager.com,high,homepage_fetch,0,100
apexidaho.com,unknown,,low,not_found,0,200
apexknox.com,appfolio,apexpropertymgmt.appfolio.com,high,homepage_fetch,1,200
apexmanagementgroup.net,buildium,apexmanagementgroup.managebuilding.com,high,homepage_fetch,0,100
apexpropertygroup.org,unknown,,low,not_found,0,100
apexrents.com,appfolio,,high,homepage_fetch,0,200
apexventuresinc.com,appfolio,apexventures.appfolio.com,high,homepage_fetch,1,200
apgproperties.com,appfolio,apgpropertiesinc.appfolio.com,high,homepage_fetch,1,200
apgpropertymanagement.com,appfolio,,high,homepage_fetch,0,0
aplacelikehome.com,propertyware,app.propertyware.com,high,homepage_fetch,0,300
aplusbgc.com,appfolio,abacq.appfolio.com,high,homepage_fetch,1,100
apluspmgmt.com,buildium,signin.managebuilding.com,high,homepage_fetch,0,100
apluspropertymanagers.net,appfolio,aplusproperty.appfolio.com,high,homepage_fetch,1,200
aplusrealtymanagement.com,appfolio,aplusrealtymanagement.appfolio.com,high,homepage_fetch,1,200
aplusrocks.com,unknown,,low,not_found,0,200
apm-propertymanagement.com,unknown,,low,not_found,0,100
apm7.com,appfolio,affordablepm.appfolio.com,high,homepage_fetch,1,200
apmbakersfield.com,unknown,,low,not_found,0,200
apmde.com,unknown,,low,not_found,0,100
apmgmtny.com,unknown,,low,not_found,0,100
apmgonline.com,rentmanager,,high,secondary_page:/Home/onlineApp,0,100
apmhagerstown.com,unknown,,low,not_found,0,100
apmia.com,buildium,apmia.managebuilding.com,high,homepage_fetch,0,200
apmiowa.com,doorloop,apexpropertymanagement.app.doorloop.com,high,homepage_fetch,0,100
apmlease.com,appfolio,,high,homepage_fetch,0,200
apmmonroe.com,appfolio,splatllc.appfolio.com,low,homepage_fetch,0,100
apmrealestate.com,buildium,apmrealestate.managebuilding.com,high,homepage_fetch,0,100
apmrealtygroup.com,appfolio,,high,homepage_fetch,0,200
apmrentals.net,propertyware,app.propertyware.com,high,homepage_fetch,0,200
apmrentalsmi.com,unknown,,low,not_found,0,100
apmrentidaho.com,unknown,,low,not_found,0,100
apmutah.com,unknown,,low,not_found,0,500
appfolio.com,appfolio,learn.appfolio.com,low,homepage_fetch,0,100
apple.re,custom:applerealty.propertymanage.biz,,medium,secondary_page_custom:/rent/tenant-resources,0,100
applemgmt.com,unknown,,low,not_found,0,100
applerealty.com,appfolio,applerealty.appfolio.com,high,homepage_fetch,1,700
appletonpropertymanagementinc.com,rentvine,pmifoxvalley.rentvine.com,high,homepage_fetch,0,200
appletreebay.com,appfolio,appletreebaymanagement.appfolio.com,high,homepage_fetch,1,100
applewoodestatessc.com,buildium,applewoodestates1161.managebuilding.com,high,link_redirect:followed_link:tenant portal login,0,100
appms.us,appfolio,appms.appfolio.com,low,homepage_fetch,0,200
appodacapm.com,appfolio,appodacapm.appfolio.com,high,homepage_fetch,1,100
appreciate.io,unknown,,low,not_found,0,100
apsrg.com,buildium,apsrg.managebuilding.com,high,homepage_fetch,0,100
apthomepage.com,unknown,,low,not_found,0,100
ar-property.com,unknown,,low,not_found,0,100
aramisrealty.com,buildium,aramisrealty.managebuilding.com,high,homepage_fetch,0,400
aransaspropertymanagement.com,unknown,,low,not_found,0,100
arapropertiesllc.com,unknown,,low,not_found,0,100
arbellatn.com,propertyware,app.propertyware.com,high,homepage_fetch,0,400
arbors.com,appfolio,arbors.appfolio.com,high,homepage_fetch,1,300
arborsmr.com,unknown,,low,not_found,0,100
arborstoneproperties.com,unknown,,low,not_found,0,100
arbrental.com,appfolio,arbrealty.appfolio.com,high,subdomain_probe,1,100
arc-propertymgmt.com,buildium,arcpropertymanagement.managebuilding.com,high,secondary_page:/resident-maintenance-request,0,200
arcadiamanagementllc.com,unknown,,low,not_found,0,200
archstonepropertymanagement.co,unknown,,low,not_found,0,100
archwaterrealty.com,unknown,,low,not_found,0,200
ardenttrust.com,appfolio,ardenttrustpropertymanagement.appfolio.com,high,subdomain_probe,1,100
ardpropertiesllc.com,buildium,ardpropertiesllc.managebuilding.com,high,homepage_fetch,0,0
ardsleymgmt.com,unknown,,low,not_found,0,400
argrealty360.com,appfolio,,high,homepage_fetch,0,200
argrealtyfl.com,yardi,,high,homepage_fetch,0,100
argusvacationrentals.com,unknown,,low,not_found,0,0
aria-property.com,buildium,,high,homepage_fetch,0,100
arisepropertymanagement.com,appfolio,arisepm.appfolio.com,high,homepage_fetch,1,100
ariserem.com,appfolio,ariserealestate.appfolio.com,high,homepage_fetch,1,100
aristarpro.com,rentvine,aristarpro.rentvine.com,high,secondary_page:/future-residents,0,100
ark-pm.com,unknown,,low,not_found,0,100
arkhamrealty.com,buildium,arkhamrealty.managebuilding.com,high,homepage_fetch,0,100
arkmanagementpa.com,appfolio,greencityrealty.appfolio.com,high,homepage_fetch,1,100
arlingtonproperties.net,yardi,arlingtoncommunities.rentcafe.com,high,homepage_fetch,0,200
arlingtonpropertymgmt.com,buildium,arlingtonpropertymgmt.managebuilding.com,high,homepage_fetch,0,100
arlingtonrealtymanagement.com,appfolio,arlingtonrealty.appfolio.com,high,homepage_fetch,1,200
arm-rents.com,buildium,advancedresidentialmanagement.managebuilding.com,high,homepage_fetch,0,100
armadaproperties.com,appfolio,armada.appfolio.com,high,homepage_fetch,1,0
armorypropertymanagement.com,appfolio,armorypropertymgmt.appfolio.com,low,homepage_fetch,0,100
armourproperty.com,unknown,,low,not_found,0,100
armtn.com,buildium,arm.managebuilding.com,high,homepage_fetch,0,500
arnoldrealestate.net,unknown,,low,not_found,0,0
aroundtheclockinc.com,rentvine,aroundtheclockinc.rentvine.com,high,homepage_fetch,0,200
arpentnola.com,unknown,,low,not_found,0,100
arprentals.com,appfolio,action.appfolio.com,high,homepage_fetch,1,300
arrow-al.com,appfolio,jeffley.appfolio.com,low,homepage_fetch,0,100
arrow-tn.com,appfolio,jeffley.appfolio.com,high,homepage_fetch,1,100
arrowestproperties.com,unknown,,low,not_found,0,100
arrowmidwest.com,unknown,,low,not_found,0,500
arroyomanagement.com,appfolio,arroyomanagement.appfolio.com,high,subdomain_probe,1,100
arspensacola.com,propertyware,,high,homepage_fetch,0,100
artecomanagement.com,yardi,,high,secondary_page:/tenants/,0,100
artelpropertiesllc.com,unknown,,low,not_found,0,100
artemislifestyles.com,frontsteps,quickpay.frontsteps.com,high,homepage_fetch,0,1000
artemismgmtcompany.com,buildium,artemismgmtcompany.managebuilding.com,high,homepage_fetch,0,0
artisantn.com,appfolio,evn.appfolio.com,high,homepage_fetch,1,100
asamgmt.com,buildium,,high,homepage_fetch,0,100
asarents.com,appfolio,,high,homepage_fetch,0,100
ascendbakersfield.com,appfolio,ascendpropmgmt.appfolio.com,high,secondary_page:/renters/,1,1800
ascendhomerentals.com,unknown,,low,not_found,0,200
ascendpgsc.com,doorloop,bbe7e2ae.app.doorloop.com,high,homepage_fetch,0,100
ascendpropertymanagement.co,buildium,ascendpropertymgmt.managebuilding.com,high,homepage_fetch,0,200
ascendrentals.com,appfolio,ascendpmllc.appfolio.com,high,homepage_fetch,1,100
ascent-nashville.com,unknown,,low,not_found,0,100
ascentia.us,yardi,properties-ascentia.rentcafe.com,high,homepage_fetch,0,200
ascentresidential.com,realpage,login.loftliving.com,high,secondary_page:/residents/,0,100
ashevillepropertymanagementinc.net,rentvine,pmimountainmain.rentvine.com,high,homepage_fetch,0,100
ashleymanagement.com,unknown,,low,not_found,0,100
ashokalion.com,appfolio,,high,homepage_fetch,0,0
ashortinc.com,unknown,,low,not_found,0,400
ashrockrealty.com,unknown,,low,not_found,0,100
asirentals.com,unknown,,low,not_found,0,200
asirpm.com,appfolio,kwpm.appfolio.com,low,homepage_fetch,0,100
asistee.com,unknown,,low,not_found,0,100
askpropertymngmt.com,appfolio,,high,homepage_fetch,0,0
aspen-mgmt.com,appfolio,,high,homepage_fetch,0,200
aspennw.com,appfolio,aspennw.appfolio.com,high,secondary_page:/tenants/,1,100
aspenpropmgmt.com,buildium,aspenpropertymanagement.managebuilding.com,high,homepage_fetch,0,100
aspenridgemanagement.com,appfolio,aspenridgemgmt.appfolio.com,low,homepage_fetch,0,800
aspillman0170.wixsite.com,unknown,,low,not_found,0,100
aspirepropertymgt.com,appfolio,aspirepropertymgt.appfolio.com,low,homepage_fetch,0,100
aspmanagement.com,appfolio,,high,secondary_page:/property-owner-faq/,0,800
aspmct.com,appfolio,allstarpm.appfolio.com,high,homepage_fetch,1,100
aspmg.com,unknown,,low,not_found,0,200
aspmidaho.com,unknown,,low,not_found,0,200
asset-capital-realty.com,unknown,,low,not_found,0,100
assetdenton.com,appfolio,,high,homepage_fetch,0,100
assetliving.com,unknown,,low,not_found,0,300
assetpropertyservices.com,unknown,,low,not_found,0,0
assistsanangelo.com,unknown,,low,not_found,0,
assnmgt.org,unknown,,low,not_found,0,100
assnpropmgmt.com,unknown,,low,not_found,0,100
associachicagoland.com,townsq,app.townsq.io,high,homepage_fetch,0,600
associagulfcoast.com,townsq,app.townsq.io,high,homepage_fetch,0,600
associanewyork.com,unknown,,low,not_found,0,0
associaonline.com,townsq,app.townsq.io,high,homepage_fetch,0,800
associated-management.com,realpage,,high,secondary_page:/current-residents/,0,100
associated-property.com,unknown,,low,not_found,0,0
associatedmgmt.com,appfolio,associatedpm.appfolio.com,high,homepage_fetch,1,0
associatespropertymanagement.com,unknown,,low,not_found,0,100
associatesrealty.com,appfolio,ars.appfolio.com,high,homepage_fetch,1,200
associationmanagementofak.com,appfolio,assocmgmtcoofalaska.appfolio.com,low,homepage_fetch,0,100
assurancepm.com,appfolio,,high,homepage_fetch,0,100
assurancepmg.com,appfolio,,high,homepage_fetch,0,100
assurancerealtyky.com,unknown,,low,not_found,0,100
assuredmanagement.com,unknown,,low,not_found,0,200
assuritypm.com,appfolio,,high,homepage_fetch,0,100
asterlingapproach.com,appfolio,sterlingpm.appfolio.com,high,homepage_fetch,1,0
astoriacharm.com,appfolio,astoriacharm.appfolio.com,high,homepage_fetch,1,200
astoriarealty.com,doorloop,142830b6.app.doorloop.com,high,homepage_fetch,0,300
astoundpropertymanagement.com,buildium,astoundrealestate.managebuilding.com,high,homepage_fetch,0,100
astropropertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,100
asuperiorpm.com,rentecdirect,,high,homepage_fetch,0,100
atarapm.com,rentvine,atarapropertymanagement.rentvine.com,high,homepage_fetch,0,200
athenaproperty.net,unknown,,low,not_found,0,0
athensbestproperties.com,unknown,,low,not_found,0,100
athensgahomesales.com,unknown,,low,not_found,0,300
athenspm.com,appfolio,athenspropertymgmt.appfolio.com,low,homepage_fetch,0,200
athensrealestategroup.com,appfolio,athensrealestate.appfolio.com,high,homepage_fetch,1,300
athensrealtyplus.com,appfolio,athenspropertymgmt.appfolio.com,high,homepage_fetch,1,100
athomehere.com,appfolio,athome.appfolio.com,high,homepage_fetch,1,1400
athomepm.com,appfolio,athomeprop.appfolio.com,high,homepage_fetch,1,300
athomepropertymanagement.com,appfolio,,high,homepage_fetch,0,200
athomerental.com,buildium,athomerentalmanagement.managebuilding.com,high,homepage_fetch,0,100
athriveproperty.com,appfolio,ramblewoodapartments.appfolio.com,low,homepage_fetch,0,200
atkinsonrealtyrentals.com,appfolio,atkinsonrealty.appfolio.com,high,homepage_fetch,1,0
atlantaareapropertymanagement.com,appfolio,atlantaareaprop.appfolio.com,high,homepage_fetch,1,200
atlantapartnerspropertymanagement.com,appfolio,atlanta1.appfolio.com,high,homepage_fetch,1,200
atlantaproperty.management,propertyware,app.propertyware.com,high,homepage_fetch,0,200
atlantapropertymanagement.com,appfolio,evernest.appfolio.com,low,homepage_fetch,0,3200
atlantapropertymanagementsolutions.com,buildium,atlantapropertymanagementsolutions.managebuilding.com,high,homepage_fetch,0,100
atlantic-rem.com,appfolio,atlanticremgmt.appfolio.com,high,homepage_fetch,1,100
atlantic321.com,unknown,,low,not_found,0,100
atlanticcoastrealtycorp.com,buildium,atlanticcoastrealty.managebuilding.com,high,homepage_fetch,0,300
atlanticeastproperties.com,tenantcloud,,high,homepage_fetch,0,100
atlanticrem.com,appfolio,atlanticrem.appfolio.com,high,subdomain_probe,1,100
atlaslane.com,appfolio,atlaslane.appfolio.com,high,homepage_fetch,1,200
atlasmanagement.group,unknown,,low,not_found,0,100
atlasmanagementtx.com,unknown,,low,not_found,0,100
atlasnyc.com,appfolio,atlasnyc.appfolio.com,high,homepage_fetch,1,100
atlasproperty.net,appfolio,,high,homepage_fetch,0,100
atlasrpm.com,appfolio,atlasrentalproperty.appfolio.com,high,homepage_fetch,1,2000
atlasvacationhomes.com,guesty,,high,homepage_fetch,0,100
atlispm.com,rentvine,atlispropertymanagementllc.rentvine.com,high,homepage_fetch,0,100
atobpropertymanagement.com,appfolio,atobpropertymanagement.appfolio.com,high,homepage_fetch,1,100
atriummanagement.com,appfolio,atriummanagement.appfolio.com,high,homepage_fetch,1,1100
